upuq  u-'puq
aylap  aj-'Lap
mañsaqmu  maN-saq-'mu
baralmaymiz  ba-raL-maj-'mIz
igelleşlerge  I-geL-LeS-Ler-'ge
élinğanlarniñ  @-LIn-Gan-Lar-'nIN
iqrariğa  Iq-ra-rI-'Ga
söñeklirini  s@'-Nek-LI-rI-'nI
tébbi  t@b-'bI
inistétot  I-nIs-t@-'tot
söñekliridin  s@'-Nek-LI-rI-'dIn
üginiş  y-gI-'nIS
paydilinidiken  paj-dI-LI-nI-dI-'ken
teveside  te-ve-sI-'de
qilinivatqanda  qI-LI-nI-vat-qan-'da
devalarğa  de-va-Lar-'Ga
yetküzmigen  jet-kyz-mI-'gen
şertige  Ser-tI-'ge
toşidu  to-SI-'du
déloğa  d@-Lo-'Ga
quşumçe  qu-Sum-'tSe
çiqirilsa  tSI-qI-rIL-'sa
pompisi  pom-pI-'sI
gevdisini  gev-dI-sI-'nI
uçidin  u-tSI-'dIn
téşimiz  t@-SI-'mIz
axirda  a-xIr-'da
çöyün  tS@'-'jyn
suvarka  su-var-'ka
çokisi  tSo-kI-'sI
suvarkilinidu  su-var-kI-LI-nI-'du
sétivélindi  s@-tI-v@-LIn-'dI
ötküzüvélinip  @'t-ky-zy-v@-LI-'nIp
iskilatqa  Is-kI-Lat-'qa
talonida  ta-Lo-nI-'da
élinmaydu  @-LIn-maj-'du
yoşurunup  jo-Su-ru-'nup
gülnar  gyL-'nar
pirqetniñ  pIr-qet-'nIN
zeherni  ze-her-'nI
ğopurğa  Go-pur-'Ga
içürivetti  I-tSy-rI-vet-'tI
pirqet  pIr-'qet
ğopurni  Go-pur-'nI
étivaldi  @-tI-vaL-'dI
yasiğandin  ja-sI-Gan-'dIn
ğippide  GIp-pI-'de
dovzixi  dov-zI-'xI
qağiğan  qa-GI-'Gan
çiqişalmaydiğan  tSI-qI-SaL-maj-dI-'Gan
ötmeymiz  @'t-mej-'mIz
kapir  ka-'pIr
qalmaqlarni  qaL-maq-Lar-'nI
xandanliqni  xan-dan-LIq-'nI
ağdurivetken  aG-du-rI-vet-'ken
tübütlerniñ  ty-byt-Ler-'nIN
xarabisidiki  xa-ra-bI-sI-dI-'kI
tübüt  ty-'byt
qel'esidin  qeL-'e-sI-'dIn
istélaniñ  Is-t@-La-'nIN
iznaliri  Iz-na-LI-'rI
çimentağ  tSI-men-'taG
pütükler  py-tyk-'Ler
mehsulimu  meh-su-LI-'mu
devrlerniñ  devrLernIN
tübütşunas  ty-byt-Su--'nas
heqtiki  heq-tI-'kI
bayanlirini  ba-jan-LI-rI-'nI
edebiyatini  e-de-bI-ja-tI-'nI
tarixşunasliqi  ta-rIx-Su-nas-LI-'qI
jornilida  Zor-nI-LI-'da
metbelerde  met-be-Ler-'de
nomlirini  nom-LI-rI-'nI
cildliq  dZILdLIq
heqiqetliri  he-qI-qet-LI-'rI
buddinizimniñ  bud-dI-nI-zIm-'nIN
qaraxanilar  qa-ra-xa-nI-'Lar
türikler  ty-rIk-'Ler
dihqançiliq  dIh-qan-tSI-'LIq
uyğurlarmu  uj-Gur-Lar-'mu
dihqançiliqqa  dIh-qan-tSI-LIq-'qa
qasimi  qa-sI-'mI
çaqiliriğa  tSa-qI-LI-rI-'Ga
ağiniliriğa  a-GI-nI-LI-rI-'Ga
ramka  ram-'ka
nilofer  nI-Lo-'fer
supisi  su-pI-'sI
bedeşqan  be-deS-'qan
nom  nom
sözlevatqan  s@'z-Le-vat-'qan
buddiniñ  bud-dI-'nIN
tereptikisiniñ  te-rep-tI-kI-sI-'nIN
añlavatqan  aN-La-vat-'qan
butsatvaniñ  but-sat-va-'nIN
eydizniñ  ej-dIz-'nIN
tarqilişiniñ  tar-qI-LI-SI-'nIN
şipris  SIp-'rIs
zeherlinişni  ze-her-LI-nIS-'nI
kulubi  ku-Lu-'bI
orunida  o-ru-nI-'da
ambulatoriyisi  am-bu-La-to-rI-jI-'sI
tuğutxana  tu-Gut-xa-'na
tuğutqa  tu-Gut-'qa
közitişni  k@'-zI-tIS-'nI
parçilap  par-tSI-'Lap
yaponiyigiçe  ja-po-nI-jI-gI-'tSe
kéñeytmeslik  k@NejtmesLIk
sozuvetmeslik  so-zu-vet-mes--'sLIk
qisimlarni  qI-sIm-Lar-'nI
qism  qIsm
orunlişivalğan  o-run-LI-SI-vaL-'Gan
kontun  kon-'tun
burhanğa  bur-han-'Ga
yazmiñiz  jaz-mI-'NIz
añliğuçiliriniñ  aN-LI-Gu-tSI-LI-rI-'nIN
köpke  k@'p-'ke
yazmiñizni  jaz-mI-NIz-'nI
bireleydiğan  bI-re-Lej-dI-'Gan
ketmigenligidin  ket-mI-gen-LI-gI-'dIn
söyündim  s@'-jyn-'dIm
bextivay  bex-tI-'vaj
matiteyniñ  ma-tI-tej-'nIN
yasatqan  ja-sat-'qan
tügmenlirige  tyg-men-LI-rI-'ge
séliqiğa  s@-LI-qI-'Ga
heydelgen  hej-deL-'gen
étim  @-'tIm
çağri  tSaG-'rI
gümürlüp  gy-myr-'Lyp
anarqiz  a-nar-'qIz
ğurbetçilik  Gur-bet-tSI-'LIk
détallarni  d@-taL-Lar-'nI
torxana  tor-xa-'na
détaliniñ  d@-ta-LI-'nIN
sandanini  san-da-nI-'nI
tapidiğan  ta-pI-dI-'Gan
meşğulatidin  meS-Gu-La-tI-'dIn
başqisi  baS-qI-'sI
détalni  d@-taL-'nI
gumpisini  gum-pI-sI-'nI
şixo  SI-'xo
toli  to-'LI
qobuqsardin  qo-buq-sar-'dIn
maytağ  maj-'taG
orqu  or-'qu
laylatma  Laj-Lat-'ma
cerenbulaq  dZe-ren-bu-'Laq
baş'egim  baS-'e-'gIm
araegim  a-ra-e-'gIm
ayağ'egim  a-jaG-'e-'gIm
kuytun  kuj-'tun
diviziyisige  dI-vI-zI-jI-sI-'ge
meydanliri  mej-dan-LI-'rI
xorlanğan  xor-Lan-'Gan
haqaretlengen  ha-qa-ret-Len-'gen
oqubetlik  o-qu-bet-'LIk
hayatiğa  ha-ja-tI-'Ga
qayğurğan  qaj-Gur-'Gan
zulmetke  zuL-met-'ke
yañratqan  jaN-rat-'qan
qoralliri  qo-raL-LI-'rI
parta  par-'ta
orunduqlirini  o-run-duq-LI-rI-'nI
toluqlidi  to-Luq-LI-'dI
dorilirida  do-rI-LI-rI-'da
şiyi  SI-'jI
doriliriğa  do-rI-LI-rI-'Ga
uruluş  u-ru-'LuS
carahetliniş  dZa-ra-het-LI-'nIS
söñeklerniñ  s@'-Nek-Ler-'nIN
sunuşi  su-nu-'SI
térilerniñ  t@-rI-Ler-'nIN
soyuluşi  so-ju-Lu-'SI
yilname  jIL-na-'me
cedveller  dZed-veL-'Ler
hemmibab  hem-mI-'bab
alahidilikila  a-La-hI-dI-LI-kI-'La
cem'iyetni  dZem-'I-jet-'nI
özgertişidiki  @'z-ger-tI-SI-dI-'kI
étisen  @-tI-'sen
oylaysen  oj-Laj-'sen
idarilardiki  I-da-rI-Lar-dI-'kI
zavutlardiki  za-vut-Lar-dI-'kI
téxniklar  t@x-nIk-'Lar
şeherlerdiki  Se-her-Ler-dI-'kI
mukemmelleşmekte  mu-kem-meL-LeS-mek-'te
qutadğubilig  qu-tad-Gu-bI-'LIg
qutadğubiligniñ  qu-tad-Gu-bI-LIg-'nIN
éngilizçe  @n-gI-LIz-'tSe
neşrige  neS-rI-'ge
béğişlimisida  b@-GIS-LI-mI-sI-'da
noqtiinezirini  noq-tI-I-ne-zI-rI-'nI
erzni  erz-'nI
mannaham  man-na-'ham
çağqiçe  tSaG-qI-'tSe
şvétsiyini  Sv@t-sI-jI-'nI
çégrisidin  tS@g-rI-sI-'dIn
mecburlaymen  medZ-bur-Laj-'men
ümidte  y-mId-'te
hucumdila  hu-dZum-dI-'La
kélişelmigenidi  k@-LI-SeL-mI-ge-nI-'dI
buzuvétilidiğanliqini  bu-zu-v@-tI-LI-dI-Gan-LI-qI-'nI
esla  es-'La
xiyaliğa  xI-ja-LI-'Ga
keltürmigenidi  keL-tyr-mI-ge-nI-'dI
yarişişni  ja-rI-SIS-'nI
buddistliri  bud-dIst-LI-'rI
döletbağqa  d@'-Let-baG-'qa
arslanxan  arsLanxan
xocamniñ  xo-dZam-n-'IN
ténidin  t@-nI-'dIn
cuda  dZu-'da
qiliçni  qI-LItS-'nI
çişligen  tSIS-LI-'gen
arsilanxan  ar-sI-Lan-'xan
tékinniñ  t@-kIn-'nIN
qariğa  qa-rI-'Ga
depin  de-'pIn
ölümniñ  @'-Lym-'nIN
rétimiğa  r@-tI-mI-'Ga
qisturuluşidek  qIs-tu-ru-Lu-SI-'dek
zilzilisi  zIL-zI-LI-'sI
toğriraqini  toG-rI-ra-qI-'nI
tertipsizlişişniñ  ter-tIp-sIz-LI-SIS-'nIN
moskivada  mos-kI-va-'da
qilalmiğudek  qI-LaL-mI-Gu-'dek
qatnaşmu  qat-naS-'mu
taksiyniñ  tak-sIj-'nIN
kilomitirliq  kI-Lo-mI-tIr-'LIq
meydanliriniñ  mej-dan-LI-rI-'nIN
litir  LI-'tIr
bénziniñ  b@n-zI-'nIN
koriyede  ko-rI-je-'de
maaripiniñ  ma-a-rI-pI-'nIN
meqsidi  meq-sI-'dI
iqtidarni  Iq-tI-dar-'nI
terbiyleştin  ter-bIj-LeS-'tIn
terbiyligüçi  ter-bIj-LI-gy-'tSI
terbiyelengüçiniñ  ter-bI-je-Len-gy-tSI-'nIN
yönülüşlük  j@'-ny-LyS-'Lyk
pezilitini  pe-zI-LI-tI-'nI
yétildürüşke  j@-tIL-dy-ryS-'ke
yétiştin  j@-tIS-'tIn
tereqqy  tereqqj
iqtisadta  Iq-tI-sad-'ta
kötürüşimiz  k@'-ty-ry-SI-'mIz
qilişimizğa  qI-LI-SI-mIz-'Ga
soğdilar  soG-dI-'Lar
ateşpereslik  a-teS-pe-res-'LIk
étqatida  @t-qa-tI-'da
toşuğuçisi  to-Su-Gu-tSI-'sI
ibadetxanliriğa  I-ba-det-xan-LI-rI-'Ga
béqinğan  b@-qIn-'Gan
kemsitidiğan  kem-sI-tI-dI-'Gan
tapmaydiğan  tap-maj-dI-'Gan
izdenmeydiğan  Iz-den-mej-dI-'Gan
intilmeydiğan  In-tIL-mej-dI-'Gan
xaiş  xa-'IS
şexslerni  SexsLernI
kerege  ke-re-'ge
uvuqliri  u-vuq-LI-'rI
çañğiriqidiki  tSaN-GI-rI-qI-dI-'kI
tüñlük  tyN-'Lyk
qayrivétilgen  qaj-rI-v@-tIL-'gen
kigizlerdin  kI-gIz-Ler-'dIn
yastuqqa  jas-tuq-'qa
ceyniki  dZej-nI-'kI
çiperquttin  tSI-per-qut-'tIn
meriye  me-rI-'je
kemzül  kem-'zyL
coyuz  dZo-'juz
xuşpuraq  xuS-pu-'raq
matriyallirini  mat-rI-jaL-LI-rI-'nI
doriliq  do-rI-'LIq
xususiyitini  xu-su-sI-jI-tI-'nI
reñginiñ  reN-gI-'nIN
qariliqi  qa-rI-LI-'qI
yamanliqni  ja-man-LIq-'nI
ipadileydu  I-pa-dI-Lej-'du
izahlidi  I-zah-LI-'dI
yaritişi  ja-rI-tI-'SI
navarim  na-va-'rIm
békitige  b@-kI-tI-'ge
teklipliriñiz  tek-LIp-LI-rI-'NIz
qalduruñ  qaL-du-'ruN
biket  bI-'ket
ilgirkidin  IL-gIr-kI-'dIn
kiñeytilgenliki  kI-Nej-tIL-gen-LI-'kI
xataliqlardin  xa-ta-LIq-Lar-'dIn
tordaşlarniñ  tor-daS-Lar-'nIN
biketni  bI-ket-'nI
qollişiñlarni  qoL-LI-SIN-Lar-'nI
başquruşuñlarni  baS-qu-ru-SuN-Lar-'nI
dilimdin  dI-LIm-'dIn
ümit  y-'mIt
neziriye  ne-zI-rI-'je
ubulhesen  u-buL-he-'sen
qerşiniñ  qer-SI-'nIN
mucizilq  mu-dZIz-'ILq
qanunini  qa-nu-nI-'nI
işxaniliri  IS-xa-nI-LI-'rI
davasazliq  da-va-saz-'LIq
karxaniliriniñ  kar-xa-nI-LI-rI-'nIN
sehindi  se-hIn-'dI
elixan  e-LI-'xan
sahib  sa-'hIb
aşurğan  a-Sur-'Gan
mkkaffért  mkkaf-'f@rt
veqelirige  ve-qe-LI-rI-'ge
maqal  ma-'qaL
temsiller  tem-sIL-'Ler
meslen  mes-'Len
kirer  kI-'rer
qozğatquçi  qoz-Gat-qu-'tSI
kiridiğanliqini  kI-rI-dI-Gan-LI-qI-'nI
yumay  ju-'maj
yime  jI-'me
kisel  kI-'seL
qabusnaminñ  qa-bus-nam-'InN
sanaetniñ  sa-na-et-'nIN
nesebtin  ne-seb-'tIn
yaxşiliqi  jax-SI-LI-'qI
munular  mu-nu-'Lar
bilginki  bIL-gIn-'kI
iptixarliniş  Ip-tI-xar-LI-'nIS
pexirliniştin  pe-xIr-LI-nIS-'tIn
tirişqin  tI-rIS-'qIn
özigimu  @'-zI-gI-'mu
yanfonlar  jan-fon-'Lar
sénzor  s@n-'zor
kévezlikniñ  k@-vez-LIk-'nIN
séfirlarni  s@-fIr-Lar-'nI
ölgüçi  @'L-gy-'tSI
vañcyen  vaNdZjen
yetküzidiğanliqini  jet-ky-zI-dI-Gan-LI-qI-'nI
qiyapitini  qI-ja-pI-tI-'nI
cañyen  dZaN-'jen
zinnetlevatqanliqini  zIn-net-Le-vat-qan-LI-qI-'nI
tuqqanliridin  tuq-qan-LI-rI-'dIn
qaqti  qaq-'tI
soqti  soq-'tI
aşkarlanğandin  aS-kar-Lan-Gan-'dIn
şümviyniñ  Sym-vIj-'nIN
yutüp  ju-'typ
tovurğa  to-vur-'Ga
salğa  saL-'Ga
op'oxşaş  op-'ox-'SaS
buddistlardin  buddIstLardIn
merdek  mer-'dek
ahaliliriniñ  a-ha-LI-LI-rI-'nIN
köçkenlikini  k@'tS-ken-LI-kI-'nI
birimizge  bI-rI-mIz-'ge
ketkeniduq  ket-ke-nI-'duq
levler  Lev-'Ler
qizziq  qIz-'zIq
yürikimiz  jy-rI-kI-'mIz
quvvetlişige  quv-vet-LI-SI-'ge
qozğilañçiliri  qoz-GI-LaN-tSI-LI-'rI
konsuliniñ  kon-su-LI-'nIN
tüzeydu  ty-zej-'du
özgirişi  @'z-gI-rI-'SI
çiqivalğan  tSI-qI-vaL-'Gan
anisinñ  a-nIs-'InN
akiliriniñ  a-kI-LI-rI-'nIN
tosuşliriğa  to-suS-LI-rI-'Ga
kopinhagénğa  ko-pIn-ha-g@n-'Ga
inistotiğa  I-nIs-to-tI-'Ga
injinirliqta  In-ZI-nIr-LIq-'ta
edebiyatqa  e-de-bI-jat-'qa
istikide  Is-tI-kI-'de
keçken  ketS-'ken
vetinige  ve-tI-nI-'ge
sélland  s@L-'Land
öylengen  @'j-Len-'gen
asyadiki  as-ja-dI-'kI
üçbürcek  ytS-byr-'dZek
bérma  b@r-'ma
laostin  La-os-'tIn
bérminiñ  b@r-mI-'nIN
şenbañ  Sen-'baN
cayiniñ  dZa-jI-'nIN
taylandniñ  tajLandnIN
çiñley  tSIN-'Lej
çiñmey  tSIN-'mej
laosniñ  La-os-'nIN
lañnenna  LaN-nen-'na
féñşali  f@N-Sa-'LI
vudumusey  vu-du-mu-'sej
lañprobañ  LaNp-ro-'baN
hoquqlar  ho-quq-'Lar
türlirini  tyr-LI-rI-'nI
béciniñ  b@-dZI-'nIN
yiğiş  jI-'GIS
aksiye  ak-sI-'je
azadem  a-za-'dem
yiğisini  jI-GI-sI-'nI
yiğlivaldi  jIG-LI-vaL-'dI
uxlidi  ux-LI-'dI
napolionniñ  na-po-LI-on-'nIN
qutratquluqi  qut-rat-qu-Lu-'qI
musteqillik  mus-te-qIL-'LIk
uruşidin  u-ru-SI-'dIn
vaşingitonni  va-SIn-gI-ton-'nI
igellep  I-geL-'Lep
parlamint  par-Lam-'Int
köydürivetken  k@'j-dy-rI-vet-'ken
baturluq  ba-tur-'Luq
tereddut  te-red-'dut
teşviqatiğa  teS-vI-qa-tI-'Ga
yiri  jI-'rI
işliridinmu  IS-LI-rI-dIn-'mu
çiqiştek  tSI-qIS-'tek
yirim  jI-'rIm
arzudiki  ar-zu-dI-'kI
qumluqi  qum-Lu-'qI
ékispiditsiye  @-kIs-pI-dIt-sI-'je
néfitlik  n@-fIt-'LIk
kökçöl  k@'k-'tS@'L
ul  uL
esliheler  es-LI-he-'Ler
çiqirivetmeñlar  tSI-qI-rI-vet-meN-'Lar
qérindişiñlar  q@-rIn-dI-SIN-'Lar
añlaydu  aN-Laj-'du
özüñlarmu  @'-zyN-Lar-'mu
mecburlanğan  medZ-bur-Lan-'Gan
qoyisiler  qo-jI-sI-'Ler
rohiyiñlarni  ro-hI-jIN-Lar-'nI
ğidiqlap  GI-dIq-'Lap
bilimiñlarni  bI-LI-mIN-Lar-'nI
yéñilişiñlarğa  j@-NI-LI-SIN-Lar-'Ga
qoylarni  qoj-Lar-'nI
bordaşta  bor-daS-'ta
nuqtilar  nuq-tI-'Lar
eskertildi  es-ker-tIL-'dI
miloş  mI-'LoS
kobilik  ko-bI-'LIk
sirb  sIrb
aqsöñiki  aq-s@'-NI-'kI
öltürülgeçke  @'L-ty-ryL-getS-'ke
sirblarğa  sIrbLarGa
aqsöñeñ  aq-s@'-'NeN
siriblar  sI-rIb-'Lar
taşlivitilgen  taS-LI-vI-tIL-'gen
kirivalğaçqa  kI-rI-vaL-GatS-'qa
bargahiğa  bar-ga-hI-'Ga
paydilinp  paj-dIL-'Inp
sultanğa  suL-tan-'Ga
tiqivetken  tI-qI-vet-'ken
süyqest  syj-'qest
tiri  tI-'rI
piren  pI-'ren
lazarni  La-zar-'nI
buyruydu  buj-ruj-'du
munqerz  mun-'qerz
srblar  srbLar
béqindi  b@-qIn-'dI
mecburiyetlirini  medZ-bu-rI-jet-LI-rI-'nI
tövendikilerdin  t@'-ven-dI-kI-Ler-'dIn
niyork  nIj-'ork
ixtilapi  Ix-tI-La-'pI
tenqidlerge  ten-qId-Ler-'ge
uçrisimu  utS-rI-sI-'mu
aşuruşni  a-Su-ruS-'nI
heyve  hej-'ve
xaraktérliq  xa-rak-t@r-'LIq
eyibleşlirige  e-jIb-LeS-LI-rI-'ge
çuéngo  tSu-@n-'go
emdiki  em-dI-'kI
meslisini  mes-LI-sI-'nI
aybekniñ  aj-bek-'nIN
bildürüş  bIL-dy-'ryS
xorazlarniñ  xo-raz-Lar-'nIN
bovaqniñ  bo-vaq-'nIN
güñrişidek  gyN-rI-SI-'dek
çillaşlirimu  tSIL-LaS-LI-rI-'mu
hurun  hu-'run
mezinniñ  me-zIn-'nIN
avazidek  a-va-zI-'dek
xirildaq  xI-rIL-'daq
şaxlirini  Sax-LI-rI-'nI
tépizlap  t@-pIz-'Lap
çuruklaşliri  tSu-ruk-LaS-LI-'rI
kalilarniñ  ka-LI-Lar-'nIN
möreşlirimu  m@'-reS-LI-rI-'mu
buqiniñ  bu-qI-'nIN
tilğap  tIL-'Gap
hörkirep  h@'r-kI-'rep
aznaşliri  az-naS-LI-'rI
tiyatirxaniliriniñ  tI-ja-tIr-xa-nI-LI-rI-'nIN
sehniliridiki  seh-nI-LI-rI-dI-'kI
avazliridek  a-vaz-LI-rI-'dek
añlinatti  aN-LI-nat-'tI
bitxovin  bIt-xo-'vIn
çaykovskiy  tSajkovskIj
mozart  moz-'art
baxlarniñ  bax-Lar-'nIN
muzikiliridek  mu-zI-kI-LI-rI-'dek
bilindi  bI-LIn-'dI
yiñip  jI-'NIp
tonuymiz  to-nuj-'mIz
asassz  asassz
qilvatqinimiz  qIL-vat-qI-nI-'mIz
qilidiğanliqimizni  qI-LI-dI-Gan-LI-qI-mIz-'nI
canabi  dZa-na-'bI
cik  dZIk
yirige  jI-rI-'ge
tekken  tek-'ken
sadaqniñ  sa-daq-'nIN
zerbisige  zer-bI-sI-'ge
küldimu  kyL-dI-'mu
sevebimu  se-ve-bI-'mu
dermehel  der-me-'heL
çüşengili  tSy-Sen-gI-'LI
resululla  re-su-LuL-'La
uruşidu  u-ru-SI-'du
devasi  de-va-'sI
camaettin  dZa-ma-et-'tIn
muaveyye  mu-a-vej-'je
reziyellahu  re-zI-jeL-La-'hu
enhu  en-'hu
uşşaqtalğa  uS-Saq-taL-'Ga
macuñyiñ  ma-dZuN-'jIN
qismidin  qIs-mI-'dIn
maşimiñ  ma-SI-'mIN
ğuciniyaz  Gu-dZI-nI-'jaz
kuçağa  ku-tSa-'Ga
ilgirleydu  IL-gIr-Lej-'du
hüsiyinni  hy-sI-jIn-'nI
gumandarliri  gu-man-dar-LI-'rI
yetküzişini  jet-ky-zI-SI-'nI
yaratquçi  ja-rat-qu-'tSI
péşvalardin  p@S-va-Lar-'dIn
cisimliriniñ  dZI-sIm-LI-rI-'nIN
nyutunniñ  nju-tun-'nIN
şerhligen  Serh-LI-'gen
eshebulkeyf  es-he-buL-'kejf
gümbezler  gym-bez-'Ler
ziyaretgahiğa  zI-ja-ret-ga-hI-'Ga
ayette  a-jet-'te
ğarda  Gar-'da
sahabilar  sa-ha-bI-'Lar
teriqisni  te-rI-qIs-'nI
eshabulkeyf  es-ha-buL-'kejf
yuqurqidek  ju-qur-qI-'dek
cayiğa  dZa-jI-'Ga
mutexessisliriniñ  mu-te-xes-sIs-LI-rI-'nIN
teyyarliqlar  tej-jar-LIq-'Lar
erbabliriniñ  er-bab-LI-rI-'nIN
bayanatliriniñ  ba-ja-nat-LI-rI-'nIN
işletküçiler  IS-Let-ky-tSI-'Ler
depter  dep-'ter
programmisidin  prog-ram-mI-sI-'dIn
yéziqida  j@-zI-qI-'da
kirgüzgili  kIr-gyz-gI-'LI
şincinda  SIn-dZIn-'da
şincin  SIn-'dZIn
yanvardiki  jan-var-dI-'kI
saniğa  sa-nI-'Ga
çuñçiñliq  tSuN-tSIN-'LIq
keçürmişliri  ke-tSyr-mIS-LI-'rI
vélisipitqa  v@-LI-sI-pIt-'qa
yürüvétip  jy-ry-v@-'tIp
gézitida  g@-zI-tI-'da
işlemçi  IS-Lem-'tSI
canğa  dZan-'Ga
qimmette  qIm-met-'te
bérilişi  b@-rI-LI-'SI
azabini  a-za-bI-'nI
tartivatqan  tar-tI-vat-'qan
küçeytivétidu  ky-tSej-tI-v@-tI-'du
hayatliqni  ha-jat-LIq-'nI
qedirleş  qe-dIr-'LeS
hayatliqqa  ha-jat-LIq-'qa
heqdarlarğa  heq-dar-Lar-'Ga
heqdarlar  heq-dar-'Lar
nisbet  nIs-'bet
şérikleşküçilerdin  S@-rIk-LeS-ky-tSI-Ler-'dIn
tölitivalsimu  t@'-LI-tI-vaL-sI-'mu
biketliri  bI-ket-LI-'rI
qilduralmayvatidu  qIL-du-raL-maj-va-tI-'du
mexluqlar  mex-Luq-'Lar
métalçiliq  m@-taL-tSI-'LIq
işlepçiqirilsa  IS-Lep-tSI-qI-rIL-'sa
tom  tom
işlepçiqirilip  IS-Lep-tSI-qI-rI-'LIp
aşidiken  a-SI-dI-'ken
séstimisige  s@s-tI-mI-sI-'ge
keypiyatçan  kej-pI-jat-'tSan
nurlar  nur-'Lar
énirgiyisi  @-nIr-gI-jI-'sI
vingiriyilik  vIn-gI-rI-jI-'LIk
asiyadin  a-sI-ja-'dIn
köçmenlerniñ  k@'tS-men-Ler-'nIN
deydiken  dej-dI-'ken
türkiylerniñ  tyr-kIj-Ler-'nIN
tuqqandarçiliqi  tuq-qan-dar-tSI-LI-'qI
kilişke  kI-LIS-'ke
axirlaşturğandin  a-xIr-LaS-tur-Gan-'dIn
muñğuliye  muN-Gu-LI-'je
etrapliriğa  et-rap-LI-rI-'Ga
bardiğanliqini  bar-dI-Gan-LI-qI-'nI
rayuniniñ  ra-ju-nI-'nIN
guruhida  gu-ru-hI-'da
döletlerni  d@'-Let-Ler-'nI
döletlermu  d@'-Let-Ler-'mu
bilmeyla  bIL-mej-'La
rosiyeniñ  ro-sI-je-'nIN
sirtmiqi  sIrt-mI-'qI
qilinsila  qI-LIn-sI-'La
inirgiye  I-nIr-gI-'je
xumardin  xu-mar-'dIn
çiqmisa  tSIq-mI-'sa
abruy  ab-'ruj
qazinalmidim  qa-zI-naL-mI-'dIm
tompurğa  tom-pur-'Ga
tégişiş  t@-gI-'SIS
serrap  ser-'rap
zéminini  z@-mI-nI-'nI
bölüşivélişişi  b@'-Ly-SI-v@-LI-SI-'SI
turğanla  tur-Gan-'La
ümüdsizlengen  y-myd-sIz-Len-'gen
himliğuçi  hIm-LI-Gu-'tSI
halqidiki  haL-qI-dI-'kI
uprişi  up-rI-'SI
éğirliq  @-GIr-'LIq
kötiriş  k@'-tI-'rIS
çaqidin  tSa-qI-'dIn
siliqlitiş  sI-LIq-LI-'tIS
sürkigendin  syr-kI-gen-'dIn
çaplinidu  tSap-LI-nI-'du
halqiniñ  haL-qI-'nIN
çaqliğandin  tSaq-LI-Gan-'dIn
cisim  dZI-'sIm
hékmetni  h@k-met-'nI
mevcudliqi  mev-dZud-LI-'qI
hékmettur  h@k-met-'tur
mevcudluqi  mev-dZud-Lu-'qI
teqezzani  te-qez-za-'nI
laçinğa  La-tSIn-'Ga
teqsimlengen  teq-sIm-Len-'gen
möcizat  m@'-dZI-'zat
burküttiki  bur-kyt-tI-'kI
qanatni  qa-nat-'nI
deydiğanğa  dej-dI-Gan-'Ga
hoquqimiz  ho-qu-qI-'mIz
démisimu  d@-mI-sI-'mu
mecburiyitidur  medZ-bu-rI-jI-tI-'dur
toluqlandi  to-Luq-Lan-'dI
kesipni  ke-sIp-'nI
séstiraliq  s@s-tI-ra-'LIq
hösün  h@'-'syn
sifenni  sI-fen-'nI
menseplerniñ  men-sep-Ler-'nIN
sayiside  sa-jI-sI-'de
étibarlarğa  @-tI-bar-Lar-'Ga
érişişim  @-rI-SI-'SIm
tüvisiz  ty-vI-'sIz
yiltizsiz  jIL-tIz-'sIz
giyahqa  gI-jah-'qa
diagnoztika  dI-ag-noz-tI-'ka
penliridin  pen-LI-rI-'dIn
tibabetçilikiniñ  tI-ba-bet-tSI-LI-kI-'nIN
izbasarlirini  Iz-ba-sar-LI-rI-'nI
terbiyleş  ter-bIj-'LeS
abduvahid  ab-du-va-'hId
tibabetçiliki  tI-ba-bet-tSI-LI-'kI
qamusiniñ  qa-mu-sI-'nIN
tomini  to-mI-'nI
trafalgar  tra-faL-'gar
uruşida  u-ru-SI-'da
zomigiri  zo-mI-gI-'rI
kémiliriniñ  k@-mI-LI-rI-'nIN
çöktürüvetti  tS@'k-ty-ry-vet-'tI
ğerizi  Ge-rI-'zI
pittiğa  pIt-tI-'Ga
pittiniñ  pIt-tI-'nIN
cov  dZov
şiniñğa  SI-nIN-'Ga
otturlirida  ot-tur-LI-rI-'da
tañteyzuñğa  taN-tej-zuN-'Ga
dédeklirini  d@-dek-LI-rI-'nI
puqraliri  puq-ra-LI-'rI
ötküzüvélişimiz  @'t-ky-zy-v@-LI-SI-'mIz
qoşu  qo-'Su
seydam  sej-'dam
abidiside  a-bI-dI-sI-'de
tatarliri  ta-tar-LI-'rI
zéminlirini  z@-mIn-LI-rI-'nI
tarixçimiz  ta-rIx-tSI-'mIz
tevreşler  tev-reS-'Ler
kiçiklep  kI-tSIk-'Lep
sayram  saj-'ram
bağraş  baG-'raS
kölliri  k@'L-LI-'rI
köllerdur  k@'L-Ler-'dur
çurçivardniñ  tSurtSIvardnIN
sahibxana  sa-hIb-xa-'na
qorimilarniñ  qo-rI-mI-Lar-'nIN
molliqiğa  moL-LI-qI-'Ga
mulazimetçiler  mu-La-zI-met-tSI-'Ler
tizilividi  tI-zI-LI-vI-'dI
küreştin  ky-reS-'tIn
hörmetni  h@'r-met-'nI
udumğa  u-dum-'Ga
şuñlaşqimu  SuN-LaS-qI-'mu
éritidu  @-rI-tI-'du
dilniñ  dIL-'nIN
